,Title,Artist,Nationality,Years,Decades,Country
16232,CHÂTEAU DE VILLIERS. 67 RUE DE VILLIERS. NEUILLY-SUR-SEINE,Eugène Atget,(French),1968,1960,France
16233,Bourg-La-Reine. Château,Eugène Atget,(French),1968,1960,France
16234,"Bourg-la-Reine, entrée du Château",Eugène Atget,(French),1968,1960,France
16235,RUE (SOMME). INTÉRIEUR ÉGLISE,Eugène Atget,(French),1968,1960,France
16236,"La Rochelle, beffroi",Eugène Atget,(French),1968,1960,France
16237,CLAMART. PORTAIL XV SIÈCLE,Eugène Atget,(French),1968,1960,France
16238,GENTILLY -- VIEILLE ÉGLISE,Eugène Atget,(French),1968,1960,France
16239,Grand Trianon,Eugène Atget,(French),1968,1960,France
16240,ST. OUEN -- VIEILLE ÉGLISE,Eugène Atget,(French),1968,1960,France
16241,LONGJUMEAU. ÉGLISE XV SIÈCLE,Eugène Atget,(French),1968,1960,France
16242,LONGPONT,Eugène Atget,(French),1968,1960,France
16243,LONGPONT (ÉGLISE),Eugène Atget,(French),1968,1960,France
16244,MONTMORENCY,Eugène Atget,(French),1968,1960,France
16245,PONTOISE. ÉGLISE ST. MACLOU. DU 12 AU 16 SIÈCLE,Eugène Atget,(French),1968,1960,France
16246,Pontoise. Église St. Maclou,Eugène Atget,(French),1968,1960,France
16247,Pontoise. Église St. Maclou,Eugène Atget,(French),1968,1960,France
16248,ÉGLISE ST. MACLOU. DU 12 AU 16 SIÉCLE. PONTOISE,Eugène Atget,(French),1968,1960,France
16249,SENLIS CATHÉDRALE. (PORTAIL),Eugène Atget,(French),1968,1960,France
16250,"Grand  Trianon, escalier",Eugène Atget,(French),1968,1960,France
16251,"Porte, 8 Rue Philippe de Beaumanoir",Eugène Atget,(French),1968,1960,France
16252,SARCELLE ST. BRICE. PORTAIL,Eugène Atget,(French),1968,1960,France
16253,ÉGLISE -- MARLY-LE-ROI,Eugène Atget,(French),1968,1960,France
16254,ÉTAMPES. ÉGLISE ST. BASILE,Eugène Atget,(French),1968,1960,France
16255,LAGNY. ÉGLISE ST. FURCY,Eugène Atget,(French),1968,1960,France
16256,CLICHY. ARBRE DE JUDÉE. PLANTÉ PAR ST. VINCENT DE PAUL,Eugène Atget,(French),1968,1960,France
16257,VILLEJUIF. L'OBELISQUE DE CASSINI,Eugène Atget,(French),1968,1960,France
16258,Villeneuve-l'Étang,Eugène Atget,(French),1968,1960,France
16259,ST. OUEN. IMPASSE DE L'ÉCU DE FRANCE,Eugène Atget,(French),1968,1960,France
16260,LAGNY -- HÔTEL DE VILLE,Eugène Atget,(French),1968,1960,France
16261,Grand Trianon,Eugène Atget,(French),1968,1960,France
16262,Étampes. Maison de Diane de Poitiers,Eugène Atget,(French),1968,1960,France
16263,Parc Sardou á Marly-le-Roi,Eugène Atget,(French),1968,1960,France
16264,MARLY-LE-ROI. HALLEBARDE DES GARDES DU ROI LOUIS XIV,Eugène Atget,(French),1968,1960,France
16265,LA ROCHELLE (BALCON),Eugène Atget,(French),1968,1960,France
16266,PASSY. PASSAGE DES EAUX,Eugène Atget,(French),1968,1960,France
16267,Untitled [Hut Among Willows],Eugène Atget,(French),1968,1960,France
16268,ROULOTTE (SOMME),Eugène Atget,(French),1968,1960,France
16269,Tuileries - Enlevement de /  Deianire par / Marqueste,Eugène Atget,(French),1968,1960,France
16270,Étang du Plessis-Piquet,Eugène Atget,(French),1968,1960,France
16271,CHARONNE. ANCIEN COUVENT RUE ST. BLAISE,Eugène Atget,(French),1968,1960,France
16272,Trianon,Eugène Atget,(French),1968,1960,France
16273,Moulin (Somme),Eugène Atget,(French),1968,1960,France
16274,"Bagneux, vieille rue",Eugène Atget,(French),1968,1960,France
16275,PONTOISE. RUE DE LA COUTELLERIE. (ÉGLISE ST. MACLOU),Eugène Atget,(French),1968,1960,France
16276,"Pontoise, ancien Hôtel du tribunal (Musée)",Eugène Atget,(French),1968,1960,France
16277,"Pontoise, ancien Hôtel du tribunal (Musée)",Eugène Atget,(French),1968,1960,France
16278,MAISON. 19 RUE GUY PATIN,Eugène Atget,(French),1968,1960,France
16279,"Pontoise, ancien Hôtel du tribunal (Musée)",Eugène Atget,(French),1968,1960,France
16280,"Pontoise, ancien Hôtel du tribunal (Musée)",Eugène Atget,(French),1968,1960,France
16281,DANS LES CHAMPS A 2 KILOMETRES D'ANTONY -- TOMBE DE L'ACTEUR MOLÉ -- THÉÂTRE FRANCAIS --,Eugène Atget,(French),1968,1960,France
16282,"Juvisy, Belles Fontaines",Eugène Atget,(French),1968,1960,France
16283,"Versailles, vase",Eugène Atget,(French),1968,1960,France
16284,JUVISY -- FONTAINE. (DÉTAIL),Eugène Atget,(French),1968,1960,France
16285,La Marne à la Varenne,Eugène Atget,(French),1968,1960,France
16286,Aulnay. Maison de Chateaubriand dans la Vallée aux Loups,Eugène Atget,(French),1968,1960,France
16287,Untitled (Suisse),Eugène Atget,(French),1968,1960,France
16288,La Varenne,Eugène Atget,(French),1968,1960,France
16289,ROUTE DE CROSNES. MONTGERON,Eugène Atget,(French),1968,1960,France
16290,CHENAL. CANAL PRÈS DE PANTIN,Eugène Atget,(French),1968,1960,France
16291,La Varenne,Eugène Atget,(French),1968,1960,France
16292,Entrée des jardins,Eugène Atget,(French),1968,1960,France
16293,ISSY -- ANCIEN CHÂTEAU,Eugène Atget,(French),1968,1960,France
16294,Petit Trianon,Eugène Atget,(French),1968,1960,France
16295,"Versailles, le château",Eugène Atget,(French),1968,1960,France
16296,ISSY -- ANCIEN CHÂTEAU,Eugène Atget,(French),1968,1960,France
16297,CHOISY-LE-ROI. ANCIEN CHÂTEAU DE LOUIS XV,Eugène Atget,(French),1968,1960,France
16298,CHOISY-LE-ROI,Eugène Atget,(French),1968,1960,France
16299,CHOISY-LE-ROI,Eugène Atget,(French),1968,1960,France
16300,CHOISY-LE-ROI. ANCIEN CHÂTEAU LOUIS XV,Eugène Atget,(French),1968,1960,France
16301,VITRY -- CHÂTEAU,Eugène Atget,(French),1968,1960,France
16302,VITRY. ANCIEN CHÂTEAU DU XVIII SIÈCLE,Eugène Atget,(French),1968,1960,France
16303,VITRY. CHÂTEAU. XVII SIÈCLE,Eugène Atget,(French),1968,1960,France
16304,"Bures, ferme de l'ancien château",Eugène Atget,(French),1968,1960,France
16305,Maison à Châtillon,Eugène Atget,(French),1968,1960,France
16306,Marly-la-Machine,Eugène Atget,(French),1968,1960,France
16307,Marly-la-Machine,Eugène Atget,(French),1968,1960,France
16308,Marly-la-Machine,Eugène Atget,(French),1968,1960,France
16309,STAINS. PAVILLON DE CHASSE,Eugène Atget,(French),1968,1960,France
16310,SAVIGNY-SUR-ORGE -- CHÂTEAU,Eugène Atget,(French),1968,1960,France
16311,Boissy-Saint-Léger. Château de Grosbois,Eugène Atget,(French),1968,1960,France
16312,Boissy-Saint-Léger,Eugène Atget,(French),1968,1960,France
16313,JUVISY (CHÂTEAU),Eugène Atget,(French),1968,1960,France
16314,ST. OUEN. ANCIEN CHÂTEAU ROHAN SOUBISE,Eugène Atget,(French),1968,1960,France
16315,Clichy. Ancien Pavillon de Chasse,Eugène Atget,(French),1968,1960,France
16316,"Versailles, vase",Eugène Atget,(French),1968,1960,France
16317,Courbevoie. Ancien Château,Eugène Atget,(French),1968,1960,France
16318,Courbevoie. Ancien Château,Eugène Atget,(French),1968,1960,France
16319,Courbevoie. Ancien Château,Eugène Atget,(French),1968,1960,France
16320,Courbevoie. Ancien Château,Eugène Atget,(French),1968,1960,France
16321,Choisy-Le-Roi. Ancien Château de Louis XV -- Les Communs,Eugène Atget,(French),1968,1960,France
16322,Choisy-Le-Roi. Ancien Château de Louis XV,Eugène Atget,(French),1968,1960,France
16323,ISSY. ANCIEN CHÂTEAU -- FERME,Eugène Atget,(French),1968,1960,France
16324,GENTILLY -- ANCIEN CHÂTEAU. DIT DE LA REINE BLANCHE,Eugène Atget,(French),1968,1960,France
16325,COURBEVOIE -- L'ÉGLISE,Eugène Atget,(French),1968,1960,France
16326,STAINS -- L'ÉGLISE,Eugène Atget,(French),1968,1960,France
16327,VERSAILLES (VASE),Eugène Atget,(French),1968,1960,France
16328,LONGJUMEAU. ÉGLISE,Eugène Atget,(French),1968,1960,France
16329,PONTOISE -- PLACE. (ÉGLISE ST. MACLOU),Eugène Atget,(French),1968,1960,France
16330,VILLENEUVE-ST.-GEORGES,Eugène Atget,(French),1968,1960,France
16331,Pontoise. Église St. Maclou,Eugène Atget,(French),1968,1960,France
16332,Pontoise. Église St. Maclou,Eugène Atget,(French),1968,1960,France
16333,CHÂTEAU DE CHATOU,Eugène Atget,(French),1968,1960,France
16334,Antony (château),Eugène Atget,(French),1968,1960,France
16335,CHÂTEAU DE LA CELLE ST. CLOUD,Eugène Atget,(French),1968,1960,France
16336,CHÂTEAU DE LA CELLE ST. CLOUD,Eugène Atget,(French),1968,1960,France
16337,"Versailles, vase",Eugène Atget,(French),1968,1960,France
16338,Brevannes (ancien château),Eugène Atget,(French),1968,1960,France
16339,"Viarmes, château",Eugène Atget,(French),1968,1960,France
16340,BURES. COIN DU CHÂTEAU,Eugène Atget,(French),1968,1960,France
16341,Arcueil-Cachan,Eugène Atget,(French),1968,1960,France
16342,Bords de la Marne,Eugène Atget,(French),1968,1960,France
16343,Charrue,Eugène Atget,(French),1968,1960,France
16344,CANNES. ÎLE ST. HONORAT,Eugène Atget,(French),1968,1960,France
16345,"Passy, [rue Berton]",Eugène Atget,(French),1968,1960,France
16346,GENTILLY -- CHÂTEAU DE LA REINE BLANCHE,Eugène Atget,(French),1968,1960,France
16347,CHAUMES (AUVERS),Eugène Atget,(French),1968,1960,France
16348,Parc de Versailles,Eugène Atget,(French),1968,1960,France
16349,La Rochelle -- Bateaux,Eugène Atget,(French),1968,1960,France
16350,Charenton. Les Bords de la Marne,Eugène Atget,(French),1968,1960,France
16351,RAFFET,Eugène Atget,(French),1968,1960,France
16352,Entrée du Village de Cachan,Eugène Atget,(French),1968,1960,France
16353,Pont de Limoges,Eugène Atget,(French),1968,1960,France
16354,"Châtenay, un coin",Eugène Atget,(French),1968,1960,France
16355,"Châtenay, l'église",Eugène Atget,(French),1968,1960,France
16356,CHATENAY. MAISON DE VOLTAIRE,Eugène Atget,(French),1968,1960,France
16357,Bourg-La-Reine. Maison Où est Mort Condorcet,Eugène Atget,(French),1968,1960,France
16358,Arcueil-Cachan. Parc de Mme. de Provigny. Chapelle,Eugène Atget,(French),1968,1960,France
16359,"Versailles, vase",Eugène Atget,(French),1968,1960,France
16360,Bourg-la-Reine. Maison -- 43 Grande Rue,Eugène Atget,(French),1968,1960,France
16361,"Châtenay, route de Versailles",Eugène Atget,(French),1968,1960,France
16362,"Châtenay, rue Sainte-Catherine",Eugène Atget,(French),1968,1960,France
16363,Arcueil-Cachan. Acqueduc et Rue du chemin de fer,Eugène Atget,(French),1968,1960,France
16364,MONTFORT L'AMAURY. PORTE ÉGLISE,Eugène Atget,(French),1968,1960,France
16365,Maison à Versailles,Eugène Atget,(French),1968,1960,France
16366,ST. LOUP DE NAUD. (SEINE ET MARNE),Eugène Atget,(French),1968,1960,France
16367,ÉGLISE DE BELLOY ST. MARTIN,Eugène Atget,(French),1968,1960,France
16368,Belloy Saint-Martin. Portail,Eugène Atget,(French),1968,1960,France
16369,Belloy Saint-Martin,Eugène Atget,(French),1968,1960,France
16370,"Versailles, vase par Ballin",Eugène Atget,(French),1968,1960,France
16371,DAMMARIE-LÈS-LYS. RUINES,Eugène Atget,(French),1968,1960,France
16372,MEAUX -- CATHÉDRALE,Eugène Atget,(French),1968,1960,France
16373,CHATILLON. MAISON RUE DE LA GARE,Eugène Atget,(French),1968,1960,France
16374,Vitry,Eugène Atget,(French),1968,1960,France
16375,Tuileries - Alexandre / Combattant (Fogatier?) [Leboeuf-Nanteuil],Eugène Atget,(French),1968,1960,France
16376,VANVES -- VIEILLE RUE,Eugène Atget,(French),1968,1960,France
16377,VANVES -- RUE VIEILLE FORCE,Eugène Atget,(French),1968,1960,France
16378,"Vanves, vieille rue",Eugène Atget,(French),1968,1960,France
16379,"Vanves, vieille rue",Eugène Atget,(French),1968,1960,France
16380,VANVES (VIEILLE COUR),Eugène Atget,(French),1968,1960,France
16381,VERSAILLES -- GRILLE DU CHÂTEAU,Eugène Atget,(French),1968,1960,France
16382,"Vanves, vieille rue",Eugène Atget,(French),1968,1960,France
16383,VANVES (COUR DE FERME),Eugène Atget,(French),1968,1960,France
16384,Arcueil (église),Eugène Atget,(French),1968,1960,France
16385,Arcueil (Vieille rue),Eugène Atget,(French),1968,1960,France
16386,Arcueil-Cachan,Eugène Atget,(French),1968,1960,France
16387,THIAIS (MAISON),Eugène Atget,(French),1968,1960,France
16388,THIAIS (MAISON),Eugène Atget,(French),1968,1960,France
16389,Arcueil-Cachan,Eugène Atget,(French),1968,1960,France
16390,Arcueil-Cachan,Eugène Atget,(French),1968,1960,France
16391,"Châtenay, vielle maison",Eugène Atget,(French),1968,1960,France
16392,VERSAILLES -- GRILLE DU CHÂTEAU,Eugène Atget,(French),1968,1960,France
16393,CHATENAY. VIEILLE RUE,Eugène Atget,(French),1968,1960,France
16394,FAUCHEUR PICARD (SOMME),Eugène Atget,(French),1968,1960,France
16395,GENTILLY (SEINE). RUE DES NOYERS,Eugène Atget,(French),1968,1960,France
16396,Étang de Corot,Eugène Atget,(French),1968,1960,France
16397,UN COIN À SENLIS,Eugène Atget,(French),1968,1960,France
16398,Église de Bagneux,Eugène Atget,(French),1968,1960,France
16399,Fontenay les Louvres,Eugène Atget,(French),1968,1960,France
16400,"Vitry, vielle rue",Eugène Atget,(French),1968,1960,France
16401,LA ROCHELLE -- HÔTEL DE VILLE 1486-1607,Eugène Atget,(French),1968,1960,France
16402,La Rochelle,Eugène Atget,(French),1968,1960,France
16403,Trianon,Eugène Atget,(French),1968,1960,France
16404,"Versailles, vase par Ballin",Eugène Atget,(French),1968,1960,France
16405,HÔTEL DE ROQUELAURE. BOULEVARD ST.-GERMAIN 246,Eugène Atget,(French),1968,1960,France
16406,VIEILLE MAISON. 13 RUE DE LILLE,Eugène Atget,(French),1968,1960,France
16407,Petit marchand,Eugène Atget,(French),1968,1960,France
16408,La Madeleine (Porte). Heurtoir,Eugène Atget,(French),1968,1960,France
16409,HÔTEL DE JUIGNÉ. 5 RUE DE THORIGNY,Eugène Atget,(French),1968,1960,France
16410,"3, rue Poulletier",Eugène Atget,(French),1968,1960,France
16411,HÔTEL DU COMTE DE ST.-GILLES. RUE DE LA CHAISE 9,Eugène Atget,(French),1968,1960,France
16412,"Hôtel de la marquise de Ferrieres, 22 rue de Bondy",Eugène Atget,(French),1968,1960,France
16413,MAISON DE LAW. 91 RUE QUINCAMPOIX,Eugène Atget,(French),1968,1960,France
16414,Sapin,Eugène Atget,(French),1968,1960,France
16415,"Versailles, vase par Ballin",Eugène Atget,(French),1968,1960,France
16416,"Coin, boulevard de la Madeleine, 8e",Eugène Atget,(French),1968,1960,France
16417,Asnières. Vieille maison,Eugène Atget,(French),1968,1960,France
16418,Auvers-sur-Oise,Eugène Atget,(French),1968,1960,France
16419,Tuileries - Vase,Eugène Atget,(French),1968,1960,France
16420,ÉTAMPES. ÉGLISE NÔTRE DAME DU FORT,Eugène Atget,(French),1968,1960,France
16421,"Tuileries, ""Daphné"" par Théodon",Eugène Atget,(French),1968,1960,France
16422,TUILERIES -- L'AURORE MAGNIER,Eugène Atget,(French),1968,1960,France
16423,Arcueil-Cachan. Église du Xiiie siècle,Eugène Atget,(French),1968,1960,France
16424,Dormeur,Eugène Atget,(French),1968,1960,France
16425,INTÉRIEUR D'UN ARTISTE DRAMATIQUE,Eugène Atget,(French),1968,1960,France
16426,"Versailles, vase par Ballin",Eugène Atget,(French),1968,1960,France
16427,DAMMARIE-LÈS-LYS. RUINES,Eugène Atget,(French),1968,1960,France
16428,Bois de Boulogne,Eugène Atget,(French),1968,1960,France
16429,MONTFORT L'AMAURY,Eugène Atget,(French),1968,1960,France
16430,Place de la Concorde,Eugène Atget,(French),1968,1960,France
16431,"Bagneux, vieille rue",Eugène Atget,(French),1968,1960,France
16432,ROBINSON -- GRANDE RUE,Eugène Atget,(French),1968,1960,France
16433,Untitled,Eugène Atget,(French),1968,1960,France
16434,Vannier,Eugène Atget,(French),1968,1960,France
16435,Arcueil-Cachan,Eugène Atget,(French),1968,1960,France
16436,Untitled,Eugène Atget,(French),1968,1960,France
16437,"Versailles, 3 rue Carnot",Eugène Atget,(French),1968,1960,France
16438,MAISON ADÈLE FOUCHER. GENTILLY,Eugène Atget,(French),1968,1960,France
16439,Chemin á Abbeville,Eugène Atget,(French),1968,1960,France
16440,GENTILLY -- BIÈVRE,Eugène Atget,(French),1968,1960,France
16441,Carrières-Sur-Seine. Retable XII Siècle,Eugène Atget,(French),1968,1960,France
16442,TOURS. HÔTEL GOUIN,Eugène Atget,(French),1968,1960,France
16443,"[Tuileries, Nessus and Deianira by Marqueste]",Eugène Atget,(French),1968,1960,France
16444,Ancienne Gargouille des Tuileries 1565,Eugène Atget,(French),1968,1960,France
16445,Voiture. Bois de Boulogne,Eugène Atget,(French),1968,1960,France
16446,Bois de Boulogne,Eugène Atget,(French),1968,1960,France
16447,ST.-JULIEN-LE-PAUVRE,Eugène Atget,(French),1968,1960,France
16448,"Versailles, 3 rue Carnot",Eugène Atget,(French),1968,1960,France
16449,SERRURE. PORTE CLUNY,Eugène Atget,(French),1968,1960,France
16450,Puits à Abbeville,Eugène Atget,(French),1968,1960,France
16451,Bois de Boulogne,Eugène Atget,(French),1968,1960,France
16452,FONTAINE. RUE DE SÈVRES,Eugène Atget,(French),1968,1960,France
16453,SCEAUX -- ANCIEN CHÂTEAU DE COLBERT,Eugène Atget,(French),1968,1960,France
16454,ST. LOUP DE NAUD. PORTAIL,Eugène Atget,(French),1968,1960,France
16455,ST. LOUP DE NAUD. XII SIÈCLE,Eugène Atget,(French),1968,1960,France
16456,"Goussainville, saint Nicolas",Eugène Atget,(French),1968,1960,France
16457,GOUSSAINVILLE. ST. NICOLAS XVI SIÈCLE,Eugène Atget,(French),1968,1960,France
16458,GOUSSAINVILLE. GRILLE,Eugène Atget,(French),1968,1960,France
16459,VERSAILLES. BALCON 5 PLACE HOCHE,Eugène Atget,(French),1968,1960,France
16460,Jardin du Louvre. Femme par Soldi-Colbert,Eugène Atget,(French),1968,1960,France
16461,RAMPILLON (SEINE ET MARNE). ÉGLISE XIII SIÈCLE,Eugène Atget,(French),1968,1960,France
16462,Rampillon,Eugène Atget,(French),1968,1960,France
16463,RAMPILLON -- VIERGE. XIII SIÈCLE,Eugène Atget,(French),1968,1960,France
16464,DAMMARTIN-EN-GOËLE. GRILLE,Eugène Atget,(French),1968,1960,France
16465,DAMMARTIN-EN-GOËLE. GRILLE AU CHOEUR,Eugène Atget,(French),1968,1960,France
16466,GONESSE. ST. PIERRE,Eugène Atget,(French),1968,1960,France
16467,Bois de Boulogne,Eugène Atget,(French),1968,1960,France
16468,THIAIS (ÉGLISE),Eugène Atget,(French),1968,1960,France
16469,VANVES -- ÉGLISE,Eugène Atget,(French),1968,1960,France
16470,VERSAILLES. 65 AVENUE DE ST. CLOUD,Eugène Atget,(French),1968,1960,France
16471,ST.-LOUP-DE-NAUD. SEINE ET MARNE. XII SIÈCLE,Eugène Atget,(French),1968,1960,France
16472,"Bièvres, place de l'Eglise",Eugène Atget,(French),1968,1960,France
16473,Rieux-Angicourt,Eugène Atget,(French),1968,1960,France
16474,ÉGLISE DE LINAS,Eugène Atget,(French),1968,1960,France
